date,vo2max,vo2max_m,w,age_on_date,hr_est,le_est,le_est_m,le_diff
2021-08-04,62,60.24,50,24.6706621004566,0.488904508865736,85.5021700657394,85.4964660142861,0.0145840406712523
2021-08-05,62,60.24,50,24.673401826484,0.488913039013769,85.5020829692078,85.491984083442,-8.70965315158401e-05
2021-08-06,64,60.28,50,24.6761415525114,0.488313578164313,85.5166483645555,85.4962941881533,0.0145653953476597
2021-08-07,64,60.4,50,24.6788812785388,0.48650715097685,85.5601945581761,85.5137363965494,0.0435461936206281
2021-08-08,65,60.48,50,24.6816210045662,0.485313156019,85.5892491449476,85.5340690205253,0.0290545867714656
2021-08-09,65,60.56,50,24.6843607305936,0.484125068076612,85.6182321160002,85.5572814305775,0.0289829710526419
2021-08-10,65,60.6,50,24.687100456621,0.483537465530283,85.6326524100253,85.583395318741,0.0144202940250864
2021-08-11,65,60.64,50,24.6898401826484,0.482951317859614,85.6470547158771,85.6094765890053,0.0144023058517604
2021-08-12,65,60.66,50,24.6925799086758,0.482663023883749,85.654204522182,85.6282785818065,0.00714980630493756
2021-08-13,65,60.66,50,24.6953196347032,0.482671496042518,85.6541152962124,85.6412518120594,-8.92259696314568e-05
2021-08-14,65,60.7,50,24.6980593607306,0.482087512422616,85.6684903764889,85.6513034641571,0.0143750802765368
2021-08-15,66,60.74,50,24.700799086758,0.481504970246411,85.6828475857062,85.6613424992933,0.0143572092172519
2021-08-16,66,60.78,50,24.7035388127854,0.480923864185937,85.6971869700872,85.6713689501353,0.0143393843809889
2021-08-17,67,60.84,50,24.7062785388128,0.480050662330147,85.7187078320425,85.6842696121074,0.0215208619552811
2021-08-18,67,60.9,50,24.7090182648402,0.479180670240683,85.7401901534153,85.701484583548,0.0214823213728295
2021-08-19,67,60.96,50,24.7117579908676,0.478313870255466,85.7616321389896,85.7201129360481,0.0214419855742847
2021-08-20,66,61.08,50,24.714497716895,0.476581362143566,85.804490148679,85.7444414486427,0.0428580096893967
2021-08-21,66,61.2,50,24.7172374429224,0.474861447043972,85.8472072864936,85.774445511924,0.0427171378146625
2021-08-22,66,61.32,50,24.7199771689498,0.47315398815906,85.8897594120947,85.8086558279344,0.0425521256011336
2021-08-23,66,61.44,50,24.7227168949772,0.471458850665433,85.9321577554297,85.8470493483373,0.0423983433349804
2021-08-24,66,61.72,50,24.7254566210046,0.467539603803814,86.0305962189432,85.9008421643281,0.0984384635134745
2021-08-25,66,62,50,24.728196347032,0.463685176208263,86.1282634636274,85.9655968273177,0.0976672446841889
2021-08-26,66,62.28,50,24.7309360730594,0.459893973041798,86.2251413002585,86.0411836300707,0.0968778366311369
2021-08-27,66,62.52,50,24.7336757990868,0.456694694155591,86.3075471867511,86.124741185002,0.0824058864925945
2021-08-28,66,62.72,50,24.7364155251142,0.454063921234044,86.3757664415877,86.2134629222336,0.0682192548366061
2021-08-29,66,62.92,50,24.7391552511416,0.45146341565489,86.4438060069626,86.2961048798375,0.0680395653748747
2021-08-30,67,63.14,50,24.741894977169,0.448636386035876,86.5180234423081,86.3740568755736,0.0742174353454743
2021-08-31,66,63.34,50,24.7446347031964,0.446097768222296,86.5850739236107,86.446043400244,0.067050481302573
2021-09-01,67,63.54,50,24.7473744292237,0.443587845824238,86.6517525225837,86.5148844674105,0.066678598973013
2021-09-02,67,63.74,50,24.7501141552511,0.441106135045247,86.7180524772754,86.5833416745481,0.0662999546917007
2021-09-03,67,63.88,50,24.7528538812785,0.439387877916074,86.7642217991156,86.6474248329787,0.0461693218402388
2021-09-04,68,64.04,50,24.7555936073059,0.437439436832794,86.8167854140728,86.7071772273316,0.052563614957208
2021-09-05,68,64.18,50,24.7583333333333,0.435749750611662,86.8625774308267,86.7626779287748,0.0457920167539072
2021-09-06,68,64.32,50,24.7610730593607,0.434073152995375,86.9081955585635,86.8139665359708,0.0456181277368017
2021-09-07,68,64.44,50,24.7638127853881,0.432647507992756,86.9471492728302,86.8597858950818,0.0389537142666967
2021-09-08,67,64.52,50,24.7665525114155,0.431704956818824,86.9730085157767,86.901543238414,0.0258592429465097
2021-09-09,67,64.62,50,24.7692922374429,0.430530612619015,87.0052812112009,86.9392423978396,0.0322726954241119
2021-09-10,68,64.74,50,24.7720319634703,0.429128301678424,87.043915946145,86.9755101009033,0.0386347349441394
2021-09-11,69,64.88,50,24.7747716894977,0.427502548259436,87.0888517192713,87.0116413330448,0.0449357731262694
2021-09-12,69,65.06,50,24.7775114155251,0.425428178174879,87.1464131469084,87.0514941078605,0.0575614276371823
2021-09-13,68,65.22,50,24.7802511415525,0.423602081162959,87.1973393237338,87.0963602694519,0.0509261768253708
2021-09-14,66,65.34,50,24.7829908675799,0.42224478242691,87.2353634985366,87.142376726919,0.0380241748027999
2021-09-15,66,65.44,50,24.7857305936073,0.421121683072928,87.2669252995506,87.1869785976002,0.0315618010140213
2021-09-16,66,65.52,50,24.7884703196347,0.420229099568819,87.2921055687829,87.2276293675025,0.0251802692323082
2021-09-17,66,65.6,50,24.7912100456621,0.419340337343579,87.3172027861111,87.261787295343,0.0250972173281667
2021-09-18,67,65.7,50,24.7939497716895,0.418232773834826,87.3487113657338,87.292061703743,0.0315085796226811
2021-09-19,68,65.9,50,24.7966894977169,0.416027511813409,87.4112985972235,87.3272487234804,0.0625872314896867
2021-09-20,68,66.08,50,24.7994292237443,0.414063434710147,87.4676959755251,87.3674028586753,0.0563973783015968
2021-09-21,68,66.22,50,24.8021689497717,0.412550377932282,87.5110876982901,87.4111992845767,0.0433917227650227
2021-09-22,68,66.34,50,24.8049086757991,0.411263407769609,87.5481402944339,87.4573867862413,0.0370525961438233
2021-09-23,68,66.46,50,24.8076484018265,0.40998450747639,87.5851088700317,87.5046662871008,0.0369685755978395
2021-09-24,68,66.58,50,24.8103881278539,0.408713601392389,87.6219350712595,87.5467935819081,0.0368262012277398
2021-09-25,68,66.66,50,24.8131278538813,0.407873290266359,87.6463841717894,87.5825312211609,0.0244491005299494
2021-09-26,68,66.74,50,24.8158675799087,0.407036470311592,87.6707835015126,87.6144703818054,0.024399329723181
